Terms,Freq,Posting,Compress Posting,Gamma Code
aluno,4,"[7, 8, 39, 78]","[7, 1, 31, 39]","[11011, 0, 111101111, 11111000111]"
alves,8,"[3, 12, 15, 24, 26, 30, 53, 56]","[3, 9, 3, 9, 2, 4, 23, 3]","[101, 1110001, 101, 1110001, 100, 11000, 111100111, 101]"
além,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 19, 22, 25, 45, 46, 79, 80, 81, 90, 92, 95, 98, 100]","[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 3, 3, 20, 1, 33, 1, 1, 9, 2, 3, 3, 2]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 101, 101, 101, 111100100, 0, 11111000001, 0, 0, 1110001, 100, 101, 101, 100]"
amarelo,11,"[1, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101]","[1, 91, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 1111110011011, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
amassadas,8,"[9, 10, 11, 12, 13, 14, 15, 16]","[9, 1, 1, 1, 1, 1, 1, 1]","[1110001, 0, 0, 0, 0, 0, 0, 0]"
amassado,9,"[9, 10, 11, 12, 13, 14, 15, 16, 52]","[9, 1, 1, 1, 1, 1, 1, 1, 36]","[1110001, 0, 0, 0, 0, 0, 0, 0, 11111000100]"
amazon,9,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","[0, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
amazônia,11,"[35, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91]","[35, 47, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[11111000011, 11111001111, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ambiental,13,"[35, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]","[35, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[11111000011, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ambiente,13,"[45, 61, 71, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101]","[45, 16, 10, 21, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[11111001101, 111100000, 1110010, 111100101, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
amedigital,10,"[82, 83, 84, 85, 86, 87, 88, 89, 90, 91]","[82, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1111110010010, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
amei,14,"[8, 10, 11, 12, 53, 56, 82, 86, 87, 89, 90, 91, 92, 96]","[8, 2, 1, 1, 41, 3, 26, 4, 1, 2, 1, 1, 1, 4]","[1110000, 100, 0, 0, 11111001001, 101, 111101010, 11000, 0, 100, 0, 0, 0, 11000]"
american,23,"[5, 10, 79, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101]","[5, 5, 69, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[11001, 11001, 1111110000101, 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
americana,22,"[8, 61, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101]","[8, 53, 21, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1110000, 11111010101, 111100101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
americano,20,"[5, 8, 18, 40, 54, 59, 60, 62, 70, 89, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101]","[5, 3, 10, 22, 14, 5, 1, 2, 8, 19, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[11001, 101, 1110010, 111100110, 1110110, 11001, 0, 100, 1110000, 111100011, 101, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
amigo,29,"[5, 9, 10, 11, 12, 13, 14, 15, 16, 30, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 56, 57, 58, 72, 95, 100, 101]","[5, 4, 1, 1, 1, 1, 1, 1, 1, 14, 7, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 8, 1, 1, 14, 23, 5, 1]","[11001, 11000, 0, 0, 0, 0, 0, 0, 0, 1110110, 11011, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1110000, 0, 0, 1110110, 111100111, 11001, 0]"
amizade,4,"[2, 12, 53, 100]","[2, 10, 41, 47]","[100, 1110010, 11111001001, 11111001111]"
amor,21,"[2, 12, 14, 24, 29, 32, 38, 42, 43, 50, 52, 55, 82, 84, 86, 88, 91, 93, 99, 100, 101]","[2, 10, 2, 10, 5, 3, 6, 4, 1, 7, 2, 3, 27, 2, 2, 2, 3, 2, 6, 1, 1]","[100, 1110010, 100, 1110010, 11001, 101, 11010, 11000, 0, 11011, 100, 101, 111101011, 100, 100, 100, 101, 100, 11010, 0, 0]"
amostra,9,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","[0, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
ampliado,9,"[71, 76, 82, 83, 85, 86, 89, 90, 101]","[71, 5, 6, 1, 2, 1, 3, 1, 11]","[1111110000111, 11001, 11010, 0, 100, 0, 101, 0, 1110011]"
ampliar,6,"[0, 1, 3, 4, 5, 7]","[0, 1, 2, 1, 1, 2]","[0, 0, 100, 0, 0, 100]"
ampliá,10,"[27, 28, 29, 30, 31, 32, 33, 34, 35, 36]","[27, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[111101011, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
américa,22,"[0, 49, 52, 53, 55, 56, 57, 58, 82, 85, 87, 90, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101]","[0, 49, 3, 1, 2, 1, 1, 1, 24, 3, 2, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 11111010001, 101, 0, 100, 0, 0, 0, 111101000, 101, 100, 101, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
analise,1,[78],[78],[1111110001110]
anatomia,4,"[8, 75, 78, 89]","[8, 67, 3, 11]","[1110000, 1111110000011, 101, 1110011]"
andar,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70]","[0, 1, 1, 1, 1, 1, 1, 1, 1, 51, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 11111010011, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
andrade,3,"[21, 69, 72]","[21, 48, 3]","[111100101, 11111010000, 101]"
android,41,"[9, 10, 11, 12, 13, 14, 15, 16, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 64, 65, 66, 67, 68, 69, 70, 83, 84, 85, 88, 89, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101]","[9, 1, 1, 1, 1, 1, 1, 1, 33, 1, 1, 1, 1, 1, 1, 1, 1, 1, 6, 1, 1, 1, 1, 1, 1, 13, 1, 1, 3, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1110001, 0, 0, 0, 0, 0, 0, 0, 11111000001, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11010, 0, 0, 0, 0, 0, 0, 1110101, 0, 0, 101, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
animado,9,"[9, 10, 11, 12, 13, 14, 15, 16, 92]","[9, 1, 1, 1, 1, 1, 1, 1, 76]","[1110001, 0, 0, 0, 0, 0, 0, 0, 1111110001100]"
animais,17,"[14, 15, 22, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 89, 92]","[14, 1, 7, 15, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 41, 3]","[1110110, 0, 11011, 1110111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11111001001, 101]"
animação,9,"[10, 58, 64, 65, 66, 67, 68, 69, 70]","[10, 48, 6, 1, 1, 1, 1, 1, 1]","[1110010, 11111010000, 11010, 0, 0, 0, 0, 0, 0]"
animes,7,"[64, 65, 66, 67, 68, 69, 70]","[64, 1, 1, 1, 1, 1, 1]","[1111110000000, 0, 0, 0, 0, 0, 0]"
anjo,1,[5],[5],[11001]
anne,5,"[64, 65, 66, 69, 89]","[64, 1, 1, 3, 20]","[1111110000000, 0, 0, 101, 111100100]"
anos,45,"[0, 2, 3, 4, 5, 6, 8, 9, 10, 12, 13, 14, 15, 16, 18, 26, 29, 32, 47, 48, 51, 52, 54, 55, 56, 58, 59, 61, 62, 66, 69, 70, 71, 72, 76, 82, 83, 85, 86, 89, 90, 94, 95, 97, 101]","[0, 2, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 2, 8, 3, 3, 15, 1, 3, 1, 2, 1, 1, 2, 1, 2, 1, 4, 3, 1, 1, 1, 4, 6, 1, 2, 1, 3, 1, 4, 1, 2, 4]","[0, 100, 0, 0, 0, 0, 100, 0, 0, 100, 0, 0, 0, 0, 100, 1110000, 101, 101, 1110111, 0, 101, 0, 100, 0, 0, 100, 0, 100, 0, 11000, 101, 0, 0, 0, 11000, 11010, 0, 100, 0, 101, 0, 11000, 0, 100, 11000]"
anotações,16,"[9, 10, 11, 12, 13, 14, 15, 16, 32, 64, 65, 66, 67, 68, 69, 70]","[9, 1, 1, 1, 1, 1, 1, 1, 16, 32, 1, 1, 1, 1, 1, 1]","[1110001, 0, 0, 0, 0, 0, 0, 0, 111100000, 11111000000, 0, 0, 0, 0, 0, 0]"
anterior,9,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","[0, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
antes,17,"[5, 6, 7, 8, 9, 10, 12, 53, 55, 56, 66, 82, 83, 85, 90, 92, 101]","[5, 1, 1, 1, 1, 1, 2, 41, 2, 1, 10, 16, 1, 2, 5, 2, 9]","[11001, 0, 0, 0, 0, 0, 100, 11111001001, 100, 0, 1110010, 111100000, 0, 100, 11001, 100, 1110001]"
anticristo,2,"[5, 99]","[5, 94]","[11001, 1111110011110]"
antiga,14,"[3, 6, 9, 10, 11, 12, 13, 14, 16, 19, 82, 91, 94, 95]","[3, 3, 3, 1, 1, 1, 1, 1, 2, 3, 63, 9, 3, 1]","[101, 101, 101, 0, 0, 0, 0, 0, 100, 101, 11111011111, 1110001, 101, 0]"
antigo,5,"[3, 6, 60, 85, 88]","[3, 3, 54, 25, 3]","[101, 101, 11111010110, 111101001, 101]"
anual,8,"[0, 1, 3, 4, 5, 6, 7, 8]","[0, 1, 2, 1, 1, 1, 1, 1]","[0, 0, 100, 0, 0, 0, 0, 0]"
anuncie,30,"[49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101]","[49, 1, 1, 1, 1, 1, 1, 1, 1, 1, 24, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[11111010001, 0, 0, 0, 0, 0, 0, 0, 0, 0, 111101000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
análise,12,"[9, 10, 11, 12, 13, 14, 15, 16, 39, 57, 76, 77]","[9, 1, 1, 1, 1, 1, 1, 1, 23, 18, 19, 1]","[1110001, 0, 0, 0, 0, 0, 0, 0, 111100111, 111100010, 111100011, 0]"
anônimo,10,"[17, 18, 19, 20, 21, 22, 23, 24, 25, 26]","[17, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[111100001, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
anúncio,29,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101]","[0, 1, 1, 1, 1, 1, 1, 1, 1, 74, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1111110001010, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
apaixonada,8,"[0, 93, 95, 96, 97, 98, 99, 101]","[0, 93, 2, 1, 1, 1, 1, 2]","[0, 1111110011101, 100, 0, 0, 0, 0, 100]"
aparador,10,"[92, 93, 94, 95, 96, 97, 98, 99, 100, 101]","[92, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1111110011100, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
aparelho,13,"[7, 9, 10, 11, 12, 13, 14, 15, 16, 49, 82, 87, 91]","[7, 2, 1, 1, 1, 1, 1, 1, 1, 33, 33, 5, 4]","[11011, 100, 0, 0, 0, 0, 0, 0, 0, 11111000001, 11111000001, 11001, 11000]"
aparência,9,"[3, 9, 10, 11, 12, 13, 14, 15, 16]","[3, 6, 1, 1, 1, 1, 1, 1, 1]","[101, 11010, 0, 0, 0, 0, 0, 0, 0]"
apenas,54,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 20, 43, 55, 60, 65, 68, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101]","[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 23, 12, 5, 5, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11000, 111100111, 1110100, 11001, 11001, 101, 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
apesar,7,"[0, 14, 16, 22, 86, 89, 98]","[0, 14, 2, 6, 64, 3, 9]","[0, 1110110, 100, 11010, 1111110000000, 101, 1110001]"
aplicativo,27,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58]","[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 33, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11111000001, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
aplicação,5,"[7, 11, 37, 65, 75]","[7, 4, 26, 28, 10]","[11011, 11000, 111101010, 111101100, 1110010]"
apocalipse,1,[5],[5],[11001]
apontado,9,"[7, 9, 10, 11, 12, 13, 14, 15, 16]","[7, 2, 1, 1, 1, 1, 1, 1, 1]","[11011, 100, 0, 0, 0, 0, 0, 0, 0]"
apple,28,"[9, 10, 11, 12, 13, 14, 15, 16, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101]","[9, 1, 1, 1, 1, 1, 1, 1, 66, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1110001, 0, 0, 0, 0, 0, 0, 0, 1111110000010, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
apps,16,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 64, 65, 66, 67, 68, 69, 70]","[0, 1, 1, 1, 1, 1, 1, 1, 1, 56, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 11111011000, 0, 0, 0, 0, 0, 0]"
aprenda,3,"[13, 42, 77]","[13, 29, 35]","[1110101, 111101101, 11111000011]"
aprender,10,"[6, 7, 10, 15, 20, 23, 25, 70, 91, 101]","[6, 1, 3, 5, 5, 3, 2, 45, 21, 10]","[11010, 0, 101, 11001, 11001, 101, 100, 11111001101, 111100101, 1110010]"
aprendizado,7,"[8, 55, 75, 79, 80, 81, 98]","[8, 47, 20, 4, 1, 1, 17]","[1110000, 11111001111, 111100100, 11000, 0, 0, 111100001]"
aprendizagem,3,"[8, 39, 55]","[8, 31, 16]","[1110000, 111101111, 111100000]"
apresenta,18,"[8, 9, 10, 11, 12, 13, 14, 15, 16, 19, 23, 61, 64, 76, 79, 80, 81, 89]","[8, 1, 1, 1, 1, 1, 1, 1, 1, 3, 4, 38, 3, 12, 3, 1, 1, 8]","[1110000, 0, 0, 0, 0, 0, 0, 0, 0, 101, 11000, 11111000110, 101, 1110100, 101, 0, 0, 1110000]"
apresentado,12,"[6, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 78]","[6, 11, 1, 1, 1, 1, 1, 1, 1, 1, 1, 52]","[11010, 1110011, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11111010100]"
apresentam,9,"[8, 9, 10, 11, 12, 13, 14, 15, 16]","[8, 1, 1, 1, 1, 1, 1, 1, 1]","[1110000, 0, 0, 0, 0, 0, 0, 0, 0]"
apresentar,10,"[3, 9, 10, 11, 12, 13, 14, 15, 16, 63]","[3, 6, 1, 1, 1, 1, 1, 1, 1, 47]","[101, 11010, 0, 0, 0, 0, 0, 0, 0, 11111001111]"
apresentação,13,"[1, 6, 7, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]","[1, 5, 1, 10, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 11001, 0, 1110010, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
aprovada,11,"[49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 95]","[49, 1, 1, 1, 1, 1, 1, 1, 1, 1, 37]","[11111010001, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11111000101]"
aprovado,11,"[5, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58]","[5, 44, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[11001, 11111001100, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
aproveitam,9,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","[0, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
aproveite,54,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 66, 68, 70, 82, 83, 85, 86, 87, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101]","[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 33, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 12, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11111000001, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 100, 100, 1110100, 0, 100, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
após,63,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 22, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 42, 43, 44, 45, 46, 47, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 77, 82, 89, 90, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101]","[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 4, 5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 18, 5, 7, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 11000, 11001, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 101, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 111100010, 11001, 11011, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
aquecedor,27,"[49, 52, 53, 55, 56, 57, 58, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101]","[49, 3, 1, 2, 1, 1, 1, 24, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[11111010001, 101, 0, 100, 0, 0, 0, 111101000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
aquecimento,5,"[35, 82, 84, 87, 91]","[35, 47, 2, 3, 4]","[11111000011, 11111001111, 100, 101, 11000]"
aqui,47,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 20, 23, 26, 37, 38, 39, 42, 43, 44, 45, 46, 47, 49, 50, 52, 53, 55, 56, 57, 58, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101]","[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 3, 3, 11, 1, 1, 3, 1, 1, 1, 1, 1, 2, 1, 2, 1, 2, 1, 1, 1, 34, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11000, 101, 101, 1110011, 0, 0, 101, 0, 0, 0, 0, 0, 100, 0, 100, 0, 100, 0, 0, 0, 11111000010, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
aranha,11,"[27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 52]","[27, 1, 1, 1, 1, 1, 1, 1, 1, 1, 16]","[111101011, 0, 0, 0, 0, 0, 0, 0, 0, 0, 111100000]"
argentina,1,[21],[21],[111100101]
arma,6,"[11, 13, 17, 59, 96, 101]","[11, 2, 4, 42, 37, 5]","[1110011, 100, 11000, 11111001010, 11111000101, 11001]"
armazenamento,8,"[9, 10, 11, 12, 13, 14, 15, 16]","[9, 1, 1, 1, 1, 1, 1, 1]","[1110001, 0, 0, 0, 0, 0, 0, 0]"
armário,12,"[89, 90, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101]","[89, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1111110011001, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
aroma,2,"[85, 88]","[85, 3]","[1111110010101, 101]"
aromaterapia,1,[49],[49],[11111010001]
arquiteto,2,"[38, 45]","[38, 7]","[11111000110, 11011]"
arquitetura,19,"[37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 64, 65, 66, 67, 68, 69, 70]","[37, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 16, 1, 1, 1, 1, 1, 1]","[11111000101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 111100000, 0, 0, 0, 0, 0, 0]"
arquivo,1,[16],[16],[111100000]
arrependimento,20,"[82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101]","[82, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1111110010010, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
arroz,10,"[82, 83, 84, 85, 86, 87, 88, 89, 90, 91]","[82, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1111110010010, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
arte,66,"[6, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 33, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 74, 82, 83, 84, 88, 89, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101]","[6, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 11, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 8, 1, 1, 4, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[11010, 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 11000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1110011, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11000, 1110000, 0, 0, 11000, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
artesanato,20,"[49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91]","[49, 1, 1, 1, 1, 1, 1, 1, 1, 1, 24, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[11111010001, 0, 0, 0, 0, 0, 0, 0, 0, 0, 111101000, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
arthur,4,"[8, 14, 16, 98]","[8, 6, 2, 82]","[1110000, 11010, 100, 1111110010010]"
artigo,30,"[49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101]","[49, 1, 1, 1, 1, 1, 1, 1, 1, 1, 24, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[11111010001, 0, 0, 0, 0, 0, 0, 0, 0, 0, 111101000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
artista,14,"[6, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 69, 94, 100]","[6, 11, 1, 1, 1, 1, 1, 1, 1, 1, 1, 43, 25, 6]","[11010, 1110011, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11111001011, 111101001, 11010]"
artmed,3,"[42, 71, 75]","[42, 29, 4]","[11111001010, 111101101, 11000]"
asimov,2,"[14, 34]","[14, 20]","[1110110, 111100100]"
aspecto,8,"[7, 11, 13, 48, 61, 65, 76, 101]","[7, 4, 2, 35, 13, 4, 11, 25]","[11011, 11000, 100, 11111000011, 1110101, 11000, 1110011, 111101001]"
